#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        VOLUME          
12000000        9999999999      -2055.5774      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
12100000        9999999999      -2064.8219      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
12200000        9999999999      -2049.0895      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
12300000        9999999999      -2152.3469      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
12400000        9999999999      -2021.0305      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
12500000        9999999999      -2119.9571      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
12600000        9999999999      -2133.4300      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
12700000        9999999999      -2134.1040      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
12800000        9999999999      -2090.3391      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
12900000        9999999999      -2130.6529      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
13000000        9999999999      -2124.7437      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
13100000        9999999999      -2129.0281      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
13200000        9999999999      -2082.7927      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
13300000        9999999999      -2101.0653      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
13400000        9999999999      -2052.2286      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
13500000        9999999999      -2146.6204      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
13600000        9999999999      -2046.0753      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
13700000        9999999999      -2053.2360      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
13800000        9999999999      -2076.5446      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
13900000        9999999999      -1988.7038      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
14000000        9999999999      -2044.2556      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
14100000        9999999999      -2161.1104      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
14200000        9999999999      -2096.0931      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
14300000        9999999999      -2027.3508      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
14400000        9999999999      -2088.9341      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
14500000        9999999999      -2063.5048      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
14600000        9999999999      -2074.3309      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
14700000        9999999999      -2026.1053      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
14800000        9999999999      -2159.4955      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
14900000        9999999999      -2129.9206      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
15000000        9999999999      -2093.3161      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
15100000        9999999999      -1967.5435      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
15200000        9999999999      -2093.9816      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
15300000        9999999999      -2138.4002      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
15400000        9999999999      -2112.4934      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
15500000        9999999999      -2093.1157      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
15600000        9999999999      -2072.4668      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
15700000        9999999999      -2011.4219      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
15800000        9999999999      -2115.3056      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
15900000        9999999999      -2010.4849      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
16000000        9999999999      -2069.1865      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
16100000        9999999999      -2098.9440      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
16200000        9999999999      -2140.5158      -194.2995       0.0000          0.0000          9999999999      9999999999      0.0000          157.0000        0.0000          114972.6052     
